programa_id,anos_atividade,faixa_conceito,docentes_mestrado,docentes_doutorado,docentes_bacharelado,media_idade,dedic_integral,dedic_parcial,qualis_perio_A1,qualis_perio_A2,qualis_perio_B1,qualis_perio_B2,qualis_perio_B3,qualis_perio_B4,qualis_perio_B5,qualis_perio_C,qualis_perio_NI,total_dissertacoes,total_teses,patentes,artigos
15001016028P4,22,4,0,24,0,49.666666666666664,23,1,5,10,23,31,8,6,2,4,0,16,6,1,13
31004016021P4,26,5,0,24,0,54.541666666666664,23,1,5,18,17,11,8,4,0,0,0,8,8,3,1
42041015001P2,16,5,0,24,0,51.458333333333336,22,2,11,9,23,21,12,21,16,1,0,14,6,7,50
33002010225P1,9,4,0,24,0,61.583333333333336,22,2,0,0,1,1,0,0,0,0,0,6,0,18,3
33002010202P1,14,4,0,24,0,62.375,22,2,50,7,20,26,2,3,0,5,0,0,13,2,29
15006018003P3,11,3,0,24,0,56.25,22,2,0,5,2,9,5,4,1,0,0,7,0,1,1
31068014002P6,8,4,0,24,0,53.75,21,3,3,0,1,5,9,0,1,1,0,0,5,1,4
33002010182P0,23,4,0,24,0,55.75,21,3,2,10,42,8,1,18,6,3,0,9,11,1,9
33002010241P7,7,3,0,24,0,50.375,21,3,21,17,23,12,1,19,10,1,0,11,0,3,7
28001010038P0,24,4,0,24,0,53.208333333333336,21,3,12,7,17,6,2,0,3,1,3,13,0,1,4
33004153074P9,15,5,0,24,0,53.291666666666664,20,4,7,8,31,14,8,3,1,4,0,9,9,11,16
33001014042P8,9,3,0,24,0,47.541666666666664,20,4,10,11,13,7,9,6,3,8,0,11,0,4,24
30001013002P8,32,4,0,24,0,51.5,20,4,6,21,26,14,2,1,2,2,0,16,12,1,3
22001018061P1,13,3,0,24,1,55.04,21,4,1,6,5,28,19,5,6,2,0,7,0,3,4
32001010091P6,9,4,0,24,0,52.541666666666664,19,5,2,5,12,13,19,4,11,5,0,19,4,1,6
50002015001P4,15,4,0,24,0,53.25,16,8,10,14,22,2,2,8,9,4,0,19,0,1,3
33009015033P0,35,7,0,24,0,58.333333333333336,11,13,14,34,47,14,12,18,2,5,0,13,16,1,5
33004064089P0,6,3,1,24,0,53.52,9,16,4,8,11,4,7,10,6,1,1,6,0,2,13
23001011170P8,5,5,0,24,0,51,3,21,14,13,19,8,9,2,3,2,0,1,0,3,2
31004016008P8,39,5,0,23,0,60,23,0,9,11,4,3,5,5,1,0,0,2,7,1,6
15001016068P6,10,4,0,23,0,47.347826086956523,23,0,10,7,23,13,7,12,1,6,0,10,6,5,3
30001013021P2,15,4,0,23,0,48.130434782608695,23,0,4,13,14,15,9,2,2,5,0,13,1,10,1
53001010031P6,33,5,0,23,0,54.782608695652172,23,0,11,19,20,10,10,4,3,6,0,11,7,7,9
32003013001P0,53,5,0,23,0,55.739130434782609,23,0,14,6,8,10,1,1,2,1,0,37,14,1,2
32006012037P3,7,3,1,23,0,46.708333333333336,24,0,4,2,18,1,7,0,1,0,0,18,0,1,4
32002017007P1,44,6,0,23,0,59.565217391304351,23,0,15,14,24,1,0,4,9,1,0,18,17,3,12
22001018064P0,13,4,0,23,0,50.913043478260867,23,0,16,23,21,1,3,7,2,2,0,5,0,8,5
24009016007P3,34,5,0,23,0,61.043478260869563,23,0,0,7,56,21,7,12,18,6,13,24,19,12,2
40004015008P3,26,6,0,23,0,58.521739130434781,23,0,14,18,41,13,4,2,6,1,0,25,15,1,18
33002045007P0,51,7,0,23,0,57.391304347826086,23,0,17,7,12,9,0,15,1,0,4,21,8,2,11
40005011006P7,18,5,0,23,0,53.782608695652172,23,0,7,4,27,6,4,9,6,1,0,11,4,2,16
52001016056P2,9,4,0,23,0,46.130434782608695,23,0,7,14,16,6,3,5,0,10,0,14,7,2,4
32002017004P2,45,6,0,23,0,56.173913043478258,23,0,38,45,46,13,4,0,1,1,0,15,18,1,1
33004102070P6,25,5,1,23,0,60.291666666666664,24,0,12,19,39,15,1,1,5,0,0,15,8,3,19
33004030081P7,24,6,0,23,0,50.739130434782609,23,0,17,26,34,17,7,1,2,2,0,12,7,14,5
42015014010P1,6,4,0,23,0,47.739130434782609,22,1,7,12,15,15,6,3,0,0,0,5,0,5,4
32004010002P6,45,7,0,23,0,51.043478260869563,22,1,17,33,26,7,7,1,8,0,0,13,13,8,6
41001010033P5,27,5,0,23,0,56.652173913043477,22,1,28,3,16,7,0,2,9,3,1,20,9,2,2
42001013048P1,32,4,0,23,0,53.391304347826086,22,1,10,16,21,7,0,5,7,1,0,24,4,2,8
31069010001P6,12,3,1,23,0,52.083333333333336,23,1,14,7,19,0,6,3,1,2,21,19,0,5,8
33002029022P9,35,5,0,23,0,53.608695652173914,22,1,15,10,13,12,4,3,1,1,1,12,9,2,12
40001016031P6,27,5,0,23,0,57.913043478260867,22,1,8,12,40,6,3,3,7,0,2,14,25,9,9
32020015005P0,13,3,0,23,0,53.521739130434781,21,2,4,0,1,0,2,0,3,1,1,15,0,3,6
25003011010P9,24,5,0,23,0,53.217391304347828,21,2,15,12,16,8,0,9,15,0,0,5,5,1,2
33002010057P1,43,6,0,23,0,54.652173913043477,21,2,46,29,30,5,7,4,5,0,0,14,7,2,6
40001016043P4,19,4,0,23,0,50,21,2,8,3,9,6,3,0,1,1,1,30,0,1,1
51005018009P7,11,4,0,23,0,46.782608695652172,20,3,5,12,13,3,9,5,3,0,3,14,4,6,3
33004145070P8,29,5,0,23,0,53.739130434782609,20,3,19,14,10,12,6,11,1,0,0,24,9,3,6
42003016018P8,22,5,0,23,0,49.565217391304351,20,3,8,11,36,7,2,3,9,2,2,15,5,6,26
40003019006P4,22,5,0,23,0,55.086956521739133,19,4,34,13,30,2,5,3,7,9,3,29,12,3,127
33002010220P0,10,3,0,23,0,55.608695652173914,19,4,1,0,2,3,3,3,2,0,0,37,0,9,49
31001017013P2,58,6,0,23,0,50.869565217391305,19,4,20,32,14,6,3,1,1,2,1,11,4,24,1
41002016018P9,12,3,0,23,0,49.608695652173914,18,5,4,2,8,8,1,0,0,3,1,6,2,3,2
53001010038P0,28,4,0,23,0,53.565217391304351,17,6,10,4,13,21,9,2,3,7,0,12,7,13,1
42015014008P7,10,3,0,23,0,48.608695652173914,17,6,23,13,15,14,12,1,3,0,0,33,0,1,9
40004015042P7,8,3-4,0,23,0,58.739130434782609,17,6,8,1,15,18,6,15,7,7,0,9,0,3,4
28024010001P1,14,3,3,23,0,48.384615384615387,18,8,0,0,0,0,3,0,0,0,0,21,0,2,1
25003011001P0,48,4,0,23,0,51.608695652173914,15,8,8,12,12,13,11,1,4,8,0,12,8,2,3
51002019006P9,9,4,0,23,0,54.739130434782609,14,9,8,12,35,2,2,11,4,3,1,9,9,3,4
33002010060P2,48,5,0,23,0,61.260869565217391,11,12,6,17,16,14,7,2,1,5,0,5,9,1,6
32010010009P7,10,3,0,22,0,47.272727272727273,22,0,2,2,6,6,3,5,0,3,0,9,0,5,1
40006018013P0,11,3,0,22,0,49.954545454545453,22,0,17,13,12,3,1,3,4,1,0,15,0,3,6
51005018006P8,12,4,0,22,0,47.31818181818182,22,0,12,10,10,19,4,17,1,2,0,11,5,4,3
31002013010P0,32,5,0,22,0,61.409090909090907,22,0,6,4,18,1,0,0,7,0,0,14,8,1,8
41001010087P8,7,3,0,22,0,52.31818181818182,22,0,0,0,8,5,3,3,5,4,0,18,0,1,2
31004016035P5,19,5,0,22,0,59.31818181818182,22,0,4,4,10,7,7,13,9,1,0,15,13,1,43
32003013005P5,20,4,0,22,0,51.909090909090907,22,0,11,3,4,4,3,2,1,2,0,10,7,25,14
40006018014P6,10,3,0,22,0,46.18181818181818,22,0,1,1,3,25,8,0,0,1,0,17,0,1,7
53001010099P0,9,4,0,22,1,57,23,0,16,9,18,18,6,0,0,3,0,6,2,1,6
53001010036P8,29,4,0,22,0,55.81818181818182,22,0,4,1,0,2,4,1,23,2,3,29,6,3,3
25001019057P2,18,4,0,22,0,55.81818181818182,22,0,0,3,5,0,0,1,3,0,0,28,13,1,3
31001017036P2,58,7,0,22,0,56.772727272727273,22,0,53,14,25,1,0,3,0,0,1,27,18,27,6
15001016049P1,15,3,0,22,0,53.545454545454547,22,0,6,10,5,14,14,4,3,10,0,16,0,9,6
26001012026P2,12,3,0,22,0,49.5,22,0,1,0,3,11,9,1,0,1,0,15,0,1,1
32018010001P3,20,4,0,22,0,51.090909090909093,22,0,16,11,16,11,4,5,4,0,0,12,5,6,1
32004010005P5,45,5,0,22,0,54.5,22,0,22,19,16,3,3,1,2,3,0,17,15,1,2
33002010238P6,8,4,0,22,0,50.363636363636367,22,0,10,26,21,3,2,2,0,0,0,7,6,3,6
32018010011P9,10,4,0,22,0,47.18181818181818,22,0,0,10,12,11,7,5,4,5,0,9,0,16,9
28001010053P9,15,4,0,22,0,59.81818181818182,22,0,24,21,15,10,8,1,3,1,0,0,10,20,5
40014010003P3,14,4,0,22,0,50.727272727272727,22,0,0,9,17,0,1,9,7,0,0,21,4,1,14
40002012026P9,19,5,0,22,0,52.31818181818182,22,0,11,15,34,11,4,2,4,2,0,14,8,1,3
33004021075P8,17,4,0,22,0,56.636363636363633,22,0,2,22,20,5,4,4,6,0,0,17,5,1,14
24009016004P4,42,4,0,22,0,51.954545454545453,22,0,2,1,1,6,1,2,1,0,0,22,15,5,2
22001018080P6,8,4,0,22,0,48.909090909090907,22,0,10,9,15,6,2,3,1,1,0,8,5,5,2
42005019025P7,20,5,0,22,0,53.727272727272727,22,0,11,7,10,2,4,2,1,4,0,20,13,14,4
33004153068P9,28,4,0,22,0,59.136363636363633,21,1,25,7,6,0,0,1,1,0,0,10,7,9,2
32001010061P0,21,5,0,22,0,54.772727272727273,21,1,25,11,21,38,17,1,1,4,0,11,10,1,2
33002088003P7,27,5,0,22,0,55.68181818181818,21,1,8,4,10,11,2,1,1,2,0,12,14,11,1
32007019014P0,14,4,0,22,0,51.863636363636367,21,1,5,8,7,3,3,1,0,1,0,15,7,7,1
40004015018P9,22,5,0,22,0,59.590909090909093,21,1,11,22,15,22,16,4,2,12,1,17,10,4,4
21001014022P3,11,3,0,22,0,48.81818181818182,20,2,4,11,9,18,22,8,6,26,1,7,0,12,2
22001018023P2,28,5,0,22,0,63.31818181818182,20,2,2,4,7,5,9,2,8,3,0,8,3,3,7
28001010047P9,16,4,0,22,0,55.136363636363633,20,2,3,5,7,6,2,5,5,1,0,13,0,2,1
40002012019P2,20,4,0,22,0,53.863636363636367,20,2,10,3,9,9,9,2,0,4,0,17,7,1,8
28001010067P0,12,3,0,22,0,52.590909090909093,19,3,2,11,19,11,9,1,0,3,0,15,0,4,1
52010015004P8,8,4,0,22,0,43,19,3,0,2,38,34,11,6,9,0,0,18,14,1,5
24001015059P2,11,3,0,22,0,55.954545454545453,19,3,2,2,8,6,16,24,2,3,0,37,0,1,7
15001016080P6,7,3,0,22,0,57.5,18,4,0,2,2,7,2,3,12,2,0,13,0,1,1
32002017032P6,15,4,0,22,0,52.727272727272727,18,4,17,6,9,16,2,2,1,3,0,2,0,2,5
41001010049P9,19,4,0,22,0,50.545454545454547,18,4,14,9,14,17,6,3,2,1,1,17,6,1,1
28008014004P9,9,3,0,22,0,53.954545454545453,17,5,4,3,5,15,15,10,0,23,0,17,0,7,40
28001010005P4,45,3,2,22,0,60.458333333333336,19,5,1,3,8,5,1,1,0,2,0,18,15,4,2
33002045016P0,32,5,0,22,0,53.81818181818182,16,6,10,1,6,1,5,2,6,4,0,9,10,1,12
12008010003P1,18,3,0,22,0,54.636363636363633,12,10,4,4,18,8,1,7,3,5,1,12,0,4,17
31069010002P2,8,4,0,22,0,50.090909090909093,11,11,15,11,32,9,2,13,2,1,0,9,6,2,30
33087016002P9,10,3,1,22,0,53.086956521739133,9,14,9,12,15,6,4,1,2,27,0,20,0,2,2
32005016008P7,22,4,0,21,0,54.571428571428569,21,0,3,13,13,13,3,1,1,2,0,8,7,2,5
42001013007P3,52,5,0,21,1,59.31818181818182,22,0,7,10,17,17,5,1,0,3,0,10,9,1,4
23001011043P6,14,4,0,21,0,49.571428571428569,21,0,13,4,11,6,0,1,0,2,0,19,6,1,1
40001016023P3,35,4,0,21,1,50.727272727272727,22,0,1,12,34,9,4,30,10,0,0,28,7,5,28
33004153077P8,12,4,0,21,0,50.571428571428569,21,0,6,18,11,13,5,1,3,1,0,17,0,4,1
24009016010P4,22,3,0,21,0,60.714285714285715,21,0,9,2,3,25,1,9,8,0,0,0,15,2,1
26001012030P0,10,3,0,21,0,51.952380952380949,21,0,2,6,11,29,4,2,1,8,1,13,0,7,12
32004010028P5,9,3,0,21,0,47.666666666666664,21,0,8,13,35,22,17,4,9,2,0,7,0,4,5
22001018006P0,50,4,0,21,0,56.523809523809526,21,0,0,11,26,6,5,3,4,1,0,8,8,7,2
23001011035P3,17,3,0,21,0,52.095238095238095,21,0,2,6,16,11,13,16,9,7,0,17,0,10,1
40014010010P0,8,3,0,21,0,47.523809523809526,21,0,1,2,7,16,26,31,2,6,0,5,0,1,4
31005012012P1,57,7,0,21,0,59.142857142857146,21,0,18,20,10,0,5,0,0,3,1,39,12,5,1
42019010013P0,9,4,0,21,0,53.238095238095241,21,0,1,3,17,10,6,6,5,14,0,28,16,1,1
22003010001P1,31,6,0,21,0,59,21,0,3,47,29,4,10,10,15,0,0,24,14,16,1
31003010019P7,49,4,0,21,0,53.952380952380949,21,0,6,1,8,2,5,12,10,6,8,15,4,1,7
31009018003P8,22,4,0,21,0,56.476190476190474,21,0,9,9,11,5,0,0,0,5,6,5,0,5,3
26001012002P6,29,5,0,21,0,49.142857142857146,21,0,2,18,32,14,1,2,0,1,0,9,4,2,2
53001010096P0,9,4,0,21,0,51.571428571428569,21,0,31,22,8,0,1,0,0,0,0,7,7,10,1
23001011050P2,12,3,0,21,0,51.571428571428569,21,0,3,0,9,16,14,4,3,4,0,17,0,1,17
52012018001P1,15,3,0,21,0,47.666666666666664,21,0,1,6,5,6,4,0,3,13,0,15,0,1,5
42005019021P1,21,6,0,21,0,58.952380952380949,21,0,15,12,29,20,2,15,2,0,0,9,21,1,32
51001012018P0,17,3,0,21,0,51.333333333333336,21,0,7,3,6,15,4,4,0,9,5,13,0,7,10
23002018005P3,10,3,0,21,0,51.238095238095241,21,0,5,1,12,2,2,2,3,0,0,14,0,3,1
33051011002P5,28,4,0,21,0,48.333333333333336,20,1,9,3,33,9,4,0,5,1,0,13,10,3,9
51001012022P8,14,3,0,21,0,56.476190476190474,20,1,0,5,6,6,3,1,1,1,0,10,0,1,10
33002010052P0,50,4,1,21,0,57.81818181818182,21,1,6,3,7,12,15,11,10,4,3,18,7,8,11
28002016005P7,15,3,0,21,0,55,20,1,4,10,8,7,10,3,5,1,0,13,0,1,7
25003011005P5,43,5,0,21,0,55.333333333333336,20,1,3,15,17,4,11,19,6,0,0,11,25,3,4
31002013023P4,11,3,1,21,0,57.545454545454547,21,1,3,0,12,0,0,0,7,0,0,23,0,1,6
33144010007P5,11,4,0,21,0,46.571428571428569,20,1,7,11,18,6,5,0,0,10,0,5,6,7,2
52001016033P2,15,3,1,21,0,44.954545454545453,21,1,0,2,17,9,5,3,14,1,0,16,0,1,7
42009014001P6,25,4,0,21,0,57.238095238095241,20,1,3,3,10,0,0,11,10,0,1,11,7,3,16
40006018010P0,11,3,0,21,0,50.333333333333336,19,2,1,4,6,9,3,3,2,0,0,18,0,1,10
16003012005P0,13,3,0,21,0,53,19,2,5,3,7,2,0,9,12,0,1,18,0,3,4
32005016034P8,10,3,0,21,0,47.523809523809526,19,2,4,3,1,0,0,4,1,10,0,12,0,1,3
53001010085P9,10,4,0,21,0,49.428571428571431,19,2,4,9,12,12,16,2,2,11,0,7,3,8,5
22008012004P2,7,3,0,21,0,47.428571428571431,19,2,4,0,2,1,3,5,3,3,0,18,0,2,31
25020013006P6,8,3,0,21,0,42.857142857142854,18,3,5,8,10,5,8,4,1,0,0,8,0,2,2
15001016059P7,13,4,0,21,0,56.19047619047619,18,3,2,2,9,12,11,12,5,3,0,13,0,1,20
25003011020P4,14,4,0,21,0,49.333333333333336,18,3,0,8,6,5,4,1,0,10,0,18,0,23,1
42041015006P4,8,4,0,21,0,55.523809523809526,18,3,2,3,18,15,19,20,3,3,0,16,12,1,124
25003011036P8,8,3,0,21,0,54.571428571428569,18,3,6,3,14,4,1,3,15,5,0,13,0,1,39
32014015004P7,14,5,0,21,0,47.666666666666664,17,4,12,12,36,5,2,6,3,1,0,17,6,2,1
40001016047P0,19,5,0,21,0,53.857142857142854,17,4,11,13,25,19,2,11,6,1,0,28,19,1,6
23001011061P4,9,3,0,21,0,45.142857142857146,17,4,2,3,6,0,2,1,5,0,0,12,0,1,1
51001012024P0,14,4,0,21,0,56.80952380952381,16,5,1,7,13,9,14,11,1,6,0,8,7,1,74
32006012031P5,10,3,0,20,0,48.25,20,0,7,7,13,12,1,1,1,1,0,10,0,2,3
32002017023P7,22,5,0,20,0,52.35,20,0,7,11,16,6,0,0,8,1,0,12,12,29,3
14001012003P9,15,4,0,20,0,48.75,20,0,6,3,18,9,14,3,2,11,0,12,1,1,4
22001018017P2,46,4,0,20,0,56.35,20,0,6,0,5,0,0,1,0,0,0,19,3,28,1
42005019022P8,22,5,0,20,0,52.85,20,0,21,22,6,12,4,6,2,0,0,17,20,3,8
28001010057P4,15,3,0,20,0,51.45,20,0,10,17,5,1,1,7,2,0,0,22,0,11,3
40001016014P4,43,4,0,20,0,46.4,20,0,6,9,20,7,3,1,4,0,1,16,9,2,7
31003010017P4,41,4,0,20,0,56.85,20,0,3,6,15,8,6,13,2,9,0,11,3,4,5
40004015022P6,18,4,0,20,0,54,20,0,7,15,22,31,30,1,1,0,0,22,14,1,3
31002013028P6,9,4,0,20,0,52.35,20,0,4,6,12,3,1,4,0,0,0,5,0,1,3
32012012006P7,10,4,0,20,0,46,20,0,6,1,9,1,5,5,0,1,0,20,0,2,2
42002010004P4,47,3,0,20,0,49.85,20,0,3,3,5,5,5,22,23,20,11,25,0,2,1
33063010002P3,28,4,0,20,0,55.65,20,0,9,9,6,9,6,10,0,0,0,12,0,4,16
28001010084P1,10,3,0,20,0,48.3,20,0,9,4,9,9,4,2,1,15,0,3,0,8,1
24001031024P5,43,4,0,20,0,52.95,20,0,1,4,5,6,5,4,0,2,0,17,0,1,4
40006018008P6,12,4,0,20,0,55.15,20,0,7,1,13,4,4,6,6,7,0,19,1,2,19
40005011009P6,16,3,0,20,0,49.2,20,0,1,7,7,9,3,0,2,8,0,7,0,10,1
51001012010P0,22,4,0,20,0,54.95,20,0,6,6,2,27,2,2,4,1,0,22,5,2,6
53001010052P3,18,4,1,20,0,53.38095238095238,21,0,2,3,9,2,4,3,7,3,3,18,6,11,3
22001018013P7,45,4,0,20,0,57.8,20,0,8,6,23,3,3,7,6,0,0,14,8,1,1
23001011026P4,23,6,0,20,0,54.6,20,0,18,6,21,2,1,1,2,1,0,19,28,21,1
22002014004P4,18,4,0,20,0,58.15,20,0,5,3,18,7,12,0,0,9,1,29,0,3,8
32018010010P2,10,3,0,20,0,48.05,20,0,1,5,7,1,1,4,4,0,0,15,0,2,1
22001018082P9,7,4,0,20,0,49.1,20,0,2,4,19,13,4,3,3,2,0,11,1,5,2
50001019002P4,28,4,0,20,0,56.95,19,1,5,3,26,17,3,5,30,0,3,11,8,6,2
28022017007P3,11,3,0,20,0,49.65,19,1,5,4,11,6,0,5,3,0,0,8,0,5,1
24009016002P1,50,4,0,20,0,58.25,19,1,1,1,11,6,2,1,0,0,1,18,0,2,1
15001016076P9,9,3,0,20,0,53.8,19,1,11,3,13,5,6,1,15,12,0,46,0,5,5
41020014004P9,7,3,0,20,0,47.35,19,1,8,8,16,5,3,9,6,3,0,18,0,1,5
28023013001P1,13,4,0,20,0,48.85,19,1,2,0,5,19,6,5,1,1,0,19,0,4,3
31004016044P4,15,4,0,20,0,58.9,19,1,2,2,3,1,4,3,1,10,6,8,2,11,2
31004016043P8,15,3,0,20,0,52.35,19,1,13,5,4,6,1,0,5,0,0,20,0,1,5
53001010081P3,11,4,0,20,0,50.8,19,1,18,3,5,8,1,1,10,3,0,17,6,9,1
32001010038P8,33,5,0,20,0,57.15,19,1,6,4,6,3,2,3,2,0,0,22,7,2,6
28007018003P6,19,5,0,20,0,52.55,19,1,14,12,13,5,1,0,1,0,0,11,18,6,1
52010015003P1,8,3,0,20,0,41.45,19,1,11,7,23,20,2,6,6,0,0,12,0,1,1
32018010013P1,8,3,0,20,0,44.8,19,1,1,6,7,17,9,1,1,12,1,10,0,4,1
33002037004P6,57,7,0,20,0,57.4,19,1,26,20,16,9,0,0,1,0,0,6,20,1,7
31002013006P2,45,3,0,20,0,55.05,19,1,28,12,10,3,1,1,2,5,0,13,6,2,57
27001016030P2,11,3,0,20,0,47.45,19,1,1,1,3,5,4,16,0,2,0,16,0,1,1
22003010012P3,16,4,0,20,0,55.2,19,1,2,21,21,37,1,7,2,15,0,23,5,1,5
33004064048P2,31,6,1,20,0,57.857142857142854,19,2,29,17,13,14,4,13,2,4,5,15,13,2,21
32001010071P5,16,4,0,20,0,54.5,18,2,4,4,3,0,3,3,7,2,5,12,0,1,2
33002029035P3,23,6,0,20,0,52,18,2,18,16,5,15,7,6,5,0,0,4,9,5,26
22001018072P3,11,4,0,20,0,55.1,18,2,6,10,22,23,13,3,0,7,0,10,8,7,6
40001016081P3,7,3,0,20,0,47.85,18,2,4,7,5,2,7,6,3,1,0,23,0,1,5
50001019033P7,9,3,0,20,0,43.45,18,2,5,0,4,6,2,3,0,9,1,20,0,1,10
52001016022P0,19,5,0,20,0,54.95,18,2,11,11,28,3,6,7,5,0,0,10,9,4,9
31001017008P9,44,7,0,20,0,58.5,18,2,36,23,15,5,0,15,2,1,0,21,15,6,5
40006018006P3,13,4,0,20,0,52.2,18,2,9,10,21,35,4,3,2,5,0,20,0,2,1
40015017011P2,13,4,0,20,0,49.95,18,2,1,7,10,11,5,2,2,4,0,17,0,1,2
33093016004P8,19,5,0,20,0,47.8,18,2,6,14,15,16,6,5,2,3,1,20,20,2,3
13001019007P1,10,3,0,20,0,53.4,17,3,2,1,7,0,3,2,0,1,0,9,0,1,5
31003010015P1,47,4,0,20,0,56.85,17,3,17,17,9,7,2,3,3,0,0,16,12,2,3
21001014020P0,12,4,0,20,0,50.9,17,3,2,0,3,1,8,10,4,21,2,19,0,5,4
31004016041P5,16,4,0,20,0,58.85,16,4,0,3,2,0,4,5,9,0,0,11,7,1,13
27002012002P5,15,4,0,20,0,54.7,16,4,7,11,20,12,6,11,1,3,0,19,3,25,7
